iid,title,genres
1086,Space Jam (1996),Adventure|Animation|Children's|Comedy|Fantasy
370,Barbarella (1968),Adventure|Sci-Fi
1365,Some Folks Call It a Sling Blade (1993),Drama|Thriller
3258,"Run of the Country, The (1995)",Drama
2808,Alphaville (1965),Sci-Fi
3370,Clean Slate (Coup de Torchon) (1981),Crime
2616,It's My Party (1995),Drama
563,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War
1864,Mrs. Winterbourne (1996),Comedy|Romance
2676,Solo (1996),Action|Sci-Fi|Thriller
730,"Substitute, The (1996)",Action
1974,True Crime (1995),Mystery|Thriller
731,Feeling Minnesota (1996),Drama|Romance
2931,Delta of Venus (1994),Drama
1674,Angus (1995),Comedy
3116,Faces (1968),Drama
3348,Boys (1996),Drama
1758,"Quest, The (1996)",Action|Adventure
2483,Cosi (1996),Comedy
3199,Sunset Park (1996),Drama
2093,Mulholland Falls (1996),Crime|Film-Noir|Thriller
265,"Truth About Cats & Dogs, The (1996)",Comedy|Romance
1246,Oliver & Company (1988),Animation|Children's
2096,Celtic Pride (1996),Comedy
3048,Flipper (1996),Adventure|Children's
1460,Dead Man (1995),Western
1362,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Drama
2264,Switchblade Sisters (1975),Crime
673,"Visitors, The (Les Visiteurs) (1993)",Comedy|Sci-Fi
1850,Multiplicity (1996),Comedy
334,Wallace & Gromit: The Best of Aardman Animation (1996),Animation
2741,"Haunted World of Edward D. Wood Jr., The (1995)",Documentary
680,"Craft, The (1996)",Drama|Horror
1963,"Great White Hype, The (1996)",Comedy
3222,Last Dance (1996),Drama
1394,Cold Comfort Farm (1995),Comedy
2389,Heaven's Prisoners (1996),Mystery|Thriller
3182,Original Gangstas (1996),Crime
145,"Rock, The (1996)",Action|Adventure|Thriller
3164,Getting Away With Murder (1996),Comedy
691,Cemetery Man (Dellamorte Dellamore) (1994),Comedy|Horror
76,Twister (1996),Action|Adventure|Romance|Thriller
558,Barb Wire (1996),Action|Sci-Fi
700,Ghost in the Shell (Kokaku kidotai) (1995),Animation|Sci-Fi
1854,Thinner (1996),Horror|Thriller
1855,Spy Hard (1996),Comedy
3336,Brothers in Trouble (1995),Drama
369,"Close Shave, A (1995)",Animation|Comedy|Thriller
2990,Force of Evil (1948),Film-Noir
2360,"Stupids, The (1996)",Comedy
372,"Arrival, The (1996)",Action|Sci-Fi|Thriller
379,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War
3015,Careful (1992),Comedy
2895,"Month by the Lake, A (1995)",Comedy|Drama
3056,Gold Diggers: The Secret of Bear Mountain (1995),Adventure|Children's
3016,Kim (1950),Children's|Drama
2755,Carmen Miranda: Bananas Is My Business (1994),Documentary
1760,Maya Lin: A Strong Clear Vision (1994),Documentary
3309,Stalingrad (1993),War
1862,"Phantom, The (1996)",Adventure
1057,Striptease (1996),Comedy|Crime
189,Heavy (1995),Drama|Romance
1524,Jack (1996),Comedy|Drama
729,I Shot Andy Warhol (1996),Drama
2897,"Grass Harp, The (1995)",Drama
2898,Marlene Dietrich: Shadow and Light (1996),Documentary
3356,"Vie est belle, La (Life is Rosey) (1987)",Comedy|Drama
3368,Spirits of the Dead (Tre Passi nel Delirio) (1968),Horror
195,Trainspotting (1996),Drama
2362,'Til There Was You (1997),Drama|Romance
111,Independence Day (ID4) (1996),Action|Sci-Fi|War
1407,Stealing Beauty (1996),Drama
2685,"Fan, The (1996)",Thriller
751,"Hunchback of Notre Dame, The (1996)",Animation|Children's|Musical
204,"Cable Guy, The (1996)",Comedy
1334,Kingpin (1996),Comedy
1058,Eraser (1996),Action|Thriller
207,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi
3377,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",Documentary
2439,Daylight (1996),Action|Adventure|Thriller
764,"Frighteners, The (1996)",Comedy|Horror
1073,Lone Star (1996),Drama|Mystery
2457,Harriet the Spy (1996),Children's|Comedy
1681,Phenomenon (1996),Drama|Romance
2244,Walking and Talking (1996),Romance
1309,She's the One (1996),Comedy|Romance
1310,"Time to Kill, A (1996)",Drama
1966,American Buffalo (1996),Drama
3194,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",Comedy|Romance
2973,Alaska (1996),Adventure|Children's
2410,Fled (1996),Action|Adventure
1135,Kazaam (1996),Children's|Comedy|Fantasy
2489,"Bewegte Mann, Der (1994)",Comedy
3043,Larger Than Life (1996),Comedy
3235,Power 98 (1995),Action|Mystery|Thriller
1856,"Very Brady Sequel, A (1996)",Comedy
3365,"Death in the Garden (Mort en ce jardin, La) (1956)",Drama
3030,"Collectionneuse, La (1967)",Drama
1399,Kaspar Hauser (1993),Drama
2484,"Adventures of Pinocchio, The (1996)",Adventure|Children's
713,Joe's Apartment (1996),Comedy|Musical
1367,"First Wives Club, The (1996)",Comedy
1566,Stonewall (1995),Drama
722,Ransom (1996),Drama|Thriller
1861,High School High (1996),Comedy
3197,Phat Beach (1996),Comedy
2875,Foxfire (1996),Drama
1332,Chain Reaction (1996),Action|Adventure|Thriller
1348,Matilda (1996),Children's|Comedy
728,Emma (1996),Comedy|Drama|Romance
1734,"Crow: City of Angels, The (1996)",Action|Thriller
2860,House Arrest (1996),Comedy
2811,Eyes Without a Face (1959),Horror
2413,Tales from the Crypt Presents: Bordello of Blood (1996),Horror
3353,"Story of Xinghua, The (1993)",Drama
602,Flirt (1995),Drama
3279,"Big Squeeze, The (1996)",Comedy|Drama
1567,"Spitfire Grill, The (1996)",Drama
741,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller
2580,Cyclo (1995),Crime|Drama
2812,Basquiat (1996),Drama
1727,Tin Cup (1996),Comedy|Romance
431,"Godfather, The (1972)",Action|Crime|Drama
2618,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",Comedy
142,Supercop (1992),Action|Thriller
2936,Manny & Lo (1996),Drama
3369,"Wife, The (1995)",Comedy|Drama
443,Bound (1996),Crime|Drama|Romance|Thriller
3166,Carpool (1996),Comedy|Crime
1076,Kansas City (1996),Crime
1514,Gone Fishin' (1997),Comedy
3264,Aiqing wansui (1994),Drama
2677,Nothing to Lose (1994),Drama
2739,Police Story 4: Project S (Chao ji ji hua) (1993),Action
1580,Girls Town (1996),Drama
1992,"Relic, The (1997)",Horror
789,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller
3053,First Kid (1996),Children's|Comedy
2663,"Trigger Effect, The (1996)",Drama|Thriller
3180,Bogus (1996),Children's|Drama|Fantasy
645,Bulletproof (1996),Action
3003,Land Before Time III: The Time of the Great Giving (1995),Animation|Children's
1323,Halloween: The Curse of Michael Myers (1995),Horror|Thriller
1730,Twelfth Night (1996),Comedy|Drama|Romance
800,Mother Night (1996),Drama
2261,Wild Reeds (1994),Drama
2815,For Whom the Bell Tolls (1943),Adventure|War
613,"Philadelphia Story, The (1940)",Comedy|Romance
615,Singin' in the Rain (1952),Musical|Romance
1144,"American in Paris, An (1951)",Musical|Romance
594,Funny Face (1957),Comedy|Musical
30,Breakfast at Tiffany's (1961),Drama|Romance
390,Vertigo (1958),Mystery|Thriller
391,Rear Window (1954),Mystery|Thriller
1973,It Happened One Night (1934),Comedy
595,Gaslight (1944),Mystery|Thriller
2216,"Gay Divorcee, The (1934)",Comedy|Musical|Romance
392,North by Northwest (1959),Drama|Thriller
2170,"Apartment, The (1960)",Comedy|Drama
1106,Some Like It Hot (1959),Comedy|Crime
405,Charade (1963),Comedy|Mystery|Romance|Thriller
598,Casablanca (1942),Drama|Romance|War
737,"Maltese Falcon, The (1941)",Film-Noir|Mystery
738,My Fair Lady (1964),Musical|Romance
408,Sabrina (1954),Comedy|Romance
600,Roman Holiday (1953),Comedy|Romance
2527,"Little Princess, The (1939)",Children's|Drama
2252,Meet Me in St. Louis (1944),Musical
601,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical
104,Gone with the Wind (1939),Drama|Romance|War
1107,My Favorite Year (1982),Comedy
748,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Film-Noir
1270,Citizen Kane (1941),Drama
424,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller
3017,Golden Earrings (1947),Adventure|Romance
1728,All About Eve (1950),Drama
1870,"Women, The (1939)",Comedy
605,Rebecca (1940),Romance|Thriller
1271,Foreign Correspondent (1940),Thriller
607,Notorious (1946),Film-Noir|Romance|Thriller
2220,Spellbound (1945),Mystery|Romance|Thriller
2233,"Affair to Remember, An (1957)",Romance
1262,To Catch a Thief (1955),Comedy|Romance|Thriller
1469,Father of the Bride (1950),Comedy
2221,"Band Wagon, The (1953)",Comedy|Musical
2757,Ninotchka (1939),Comedy|Romance
2340,Love in the Afternoon (1957),Comedy|Romance
1876,Gigi (1958),Musical
3358,"Reluctant Debutante, The (1958)",Comedy|Drama
1737,"Adventures of Robin Hood, The (1938)",Action|Adventure
2903,"Mark of Zorro, The (1940)",Adventure
1878,Laura (1944),Crime|Film-Noir|Mystery
1505,"Ghost and Mrs. Muir, The (1947)",Drama|Romance
2440,Lost Horizon (1937),Drama
1263,Top Hat (1935),Comedy|Musical|Romance
2904,To Be or Not to Be (1942),Comedy|Drama|War
1110,My Man Godfrey (1936),Comedy
2688,Giant (1956),Drama
1273,East of Eden (1955),Drama
786,"Thin Man, The (1934)",Mystery
456,His Girl Friday (1940),Comedy
2441,Around the World in 80 Days (1956),Adventure|Comedy
788,It's a Wonderful Life (1946),Drama
609,Mr. Smith Goes to Washington (1939),Drama
1879,Bringing Up Baby (1938),Comedy
3065,Penny Serenade (1941),Drama|Romance
2906,"Scarlet Letter, The (1926)",Drama
3244,Lady of Burlesque (1943),Comedy|Mystery
2573,Of Human Bondage (1934),Drama
1276,Angel on My Shoulder (1946),Crime|Drama
2847,Little Lord Fauntleroy (1936),Drama
3170,They Made Me a Criminal (1939),Crime|Drama
798,"Inspector General, The (1949)",Musical
2530,Angel and the Badman (1947),Western
2312,"39 Steps, The (1935)",Thriller
2977,"Outlaw, The (1943)",Western
473,Night of the Living Dead (1968),Horror|Sci-Fi
801,"African Queen, The (1951)",Action|Adventure|Romance|War
2907,Beat the Devil (1954),Comedy|Drama
2443,Cat on a Hot Tin Roof (1958),Drama
2224,Meet John Doe (1941),Drama
2273,Algiers (1938),Drama|Romance
2793,"Farewell to Arms, A (1932)",Romance|War
2673,"Blue Angel, The (Blaue Engel, Der) (1930)",Drama
3317,In the Line of Duty 2 (1987),Action
50,Picnic (1955),Drama
2598,"Pompatus of Love, The (1996)",Comedy|Drama
2908,Small Wonders (1996),Documentary
253,Fly Away Home (1996),Adventure|Children's
2182,Bliss (1997),Drama|Romance
1600,Grace of My Heart (1996),Comedy|Drama
2531,Maximum Risk (1996),Action|Adventure|Thriller
1371,Michael Collins (1996),Drama|War
2600,"Rich Man's Wife, The (1996)",Thriller
3404,Infinity (1996),Drama
261,Big Night (1996),Drama
649,Last Man Standing (1996),Action|Drama|Western
2796,Caught (1996),Drama|Thriller
1606,Set It Off (1996),Action|Crime
1316,2 Days in the Valley (1996),Crime
3281,Curdled (1996),Crime
3360,Ed's Next Move (1996),Comedy
2042,Extreme Measures (1996),Drama|Thriller
2421,"Glimmer Man, The (1996)",Action|Thriller
1795,D3: The Mighty Ducks (1996),Children's|Comedy
2722,"Chamber, The (1996)",Drama
2043,"Apple Dumpling Gang, The (1975)",Children's|Comedy|Western
2542,"Davy Crockett, King of the Wild Frontier (1955)",Western
395,Escape to Witch Mountain (1975),Adventure|Children's|Fantasy
1821,"Love Bug, The (1969)",Children's|Comedy
2543,Herbie Rides Again (1974),Adventure|Children's|Comedy
2296,Old Yeller (1957),Children's|Drama
912,"Parent Trap, The (1961)",Children's|Drama
2351,Pollyanna (1960),Children's|Comedy|Drama
1358,Homeward Bound: The Incredible Journey (1993),Adventure|Children's
2474,"Shaggy Dog, The (1959)",Children's|Comedy
2297,Swiss Family Robinson (1960),Adventure|Children's
2544,That Darn Cat! (1965),Children's|Comedy|Mystery
413,"20,000 Leagues Under the Sea (1954)",Adventure|Children's|Fantasy|Sci-Fi
1799,Cool Runnings (1993),Comedy
1360,Angels in the Outfield (1994),Children's|Comedy
922,Cinderella (1950),Animation|Children's|Musical
1221,Winnie the Pooh and the Blustery Day (1968),Animation|Children's
1222,"Three Caballeros, The (1945)",Animation|Children's|Musical
1361,"Sword in the Stone, The (1963)",Animation|Children's
1800,Robin Hood: Prince of Thieves (1991),Drama
926,Mary Poppins (1964),Children's|Comedy|Musical
927,Dumbo (1941),Animation|Children's|Musical
937,Pete's Dragon (1977),Adventure|Animation|Children's|Musical
938,Bedknobs and Broomsticks (1971),Adventure|Children's|Musical
939,Alice in Wonderland (1951),Animation|Children's|Musical
629,"Fox and the Hound, The (1981)",Animation|Children's
1641,Freeway (1996),Crime
942,"Sound of Music, The (1965)",Musical
131,Die Hard (1988),Action|Thriller
944,"Lawnmower Man, The (1992)",Action|Sci-Fi|Thriller
2828,Unhook the Stars (1996),Drama
954,Secrets & Lies (1996),Drama
221,That Thing You Do! (1996),Comedy
956,To Gillian on Her 37th Birthday (1996),Drama|Romance
2952,Surviving Picasso (1996),Drama
958,Beautiful Thing (1996),Drama|Romance
661,"Long Kiss Goodnight, The (1996)",Action|Thriller
1723,"Ghost and the Darkness, The (1996)",Action|Adventure
1550,Looking for Richard (1996),Documentary|Drama
970,Trees Lounge (1996),Drama
2956,Normal Life (1996),Crime|Drama
2074,Get on the Bus (1996),Drama
3181,Shadow Conspiracy (1997),Thriller
2957,Jude (1996),Drama
977,Everyone Says I Love You (1996),Comedy|Musical|Romance
3210,Bitter Sugar (Azucar Amargo) (1996),Drama
229,William Shakespeare's Romeo and Juliet (1996),Drama|Romance
477,Swingers (1996),Comedy|Drama
985,Sleepers (1996),Crime|Drama
2959,Johns (1996),Drama
1233,Aladdin and the King of Thieves (1996),Animation|Children's|Comedy
1082,Shall We Dance? (1937),Comedy|Musical|Romance
2960,"Damsel in Distress, A (1937)",Comedy|Musical|Romance
3227,Crossfire (1947),Crime|Film-Noir
3058,"Murder, My Sweet (1944)",Film-Noir|Thriller
3390,For the Moment (1994),Romance|War
492,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy
1551,"Innocents, The (1961)",Thriller
495,Sleeper (1973),Comedy|Sci-Fi
1698,Bananas (1971),Comedy|War
1116,"Fish Called Wanda, A (1988)",Comedy
254,Monty Python's Life of Brian (1979),Comedy
1494,Victor/Victoria (1982),Comedy|Musical
2230,"Candidate, The (1972)",Drama
2205,"Great Race, The (1965)",Comedy|Musical
60,Bonnie and Clyde (1967),Crime|Drama
2751,"Old Man and the Sea, The (1958)",Adventure|Drama
1303,Dial M for Murder (1954),Mystery|Thriller
2963,Madame Butterfly (1995),Musical
1006,Dirty Dancing (1987),Musical|Romance
257,Reservoir Dogs (1992),Crime|Thriller
98,Platoon (1986),Drama|War
1954,Weekend at Bernie's (1989),Comedy
1016,Basic Instinct (1992),Mystery|Thriller
1017,"Doors, The (1991)",Drama|Musical
1018,"Crying Game, The (1992)",Drama|Romance|War
1020,Glengarry Glen Ross (1992),Drama
103,Sophie's Choice (1982),Drama
133,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi
3055,"Search for One-eye Jimmy, The (1996)",Comedy
1247,"Christmas Carol, A (1938)",Drama
658,Days of Thunder (1990),Action|Romance
1223,Top Gun (1986),Action|Romance
8,Rebel Without a Cause (1955),Drama
2347,"Streetcar Named Desire, A (1951)",Drama
3105,Children of the Corn IV: The Gathering (1996),Horror
2577,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary
2700,Palookaville (1996),Action|Drama
3041,"Associate, The (1996)",Comedy
1646,"Funeral, The (1996)",Drama
2922,"Single Girl, A (La Fille Seule) (1995)",Drama
1647,Drunks (1997),Drama
1694,"People vs. Larry Flynt, The (1996)",Drama
2845,"Perfect Candidate, A (1996)",Documentary
92,On Golden Pond (1981),Drama
1296,"Return of the Pink Panther, The (1974)",Comedy
971,Drop Dead Fred (1991),Comedy|Fantasy
459,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller
2154,"Fog, The (1980)",Horror
461,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller
983,"Howling, The (1980)",Horror
1655,Jean de Florette (1986),Drama
1656,Manon of the Spring (Manon des sources) (1986),Drama
1256,Private Benjamin (1980),Comedy
238,Monty Python and the Holy Grail (1974),Comedy
2994,Dadetown (1995),Documentary
2995,"Line King: Al Hirschfeld, The (1996)",Documentary
1302,When We Were Kings (1996),Documentary
494,"Wrong Trousers, The (1993)",Animation|Comedy
3070,JLG/JLG - autoportrait de d�cembre (1994),Documentary|Drama
1665,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama
2703,Faust (1994),Animation|Comedy|Thriller
3119,He Walked by Night (1948),Crime|Film-Noir|Thriller
2454,Raw Deal (1948),Film-Noir
3333,Six of a Kind (1934),Comedy
1699,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama
2326,"Ruling Class, The (1972)",Comedy
3113,Two or Three Things I Know About Her (1966),Drama
1305,Dear God (1996),Comedy
2843,Bad Moon (1996),Horror
2315,American Dream (1990),Documentary
3283,Best of the Best 3: No Turning Back (1995),Action
547,Bob Roberts (1992),Comedy
1459,Cinema Paradiso (1988),Comedy|Drama|Romance
1034,"Cook the Thief His Wife & Her Lover, The (1989)",Drama
3088,Grosse Fatigue (1994),Comedy
670,Delicatessen (1991),Comedy|Sci-Fi
2316,"Double Life of Veronique, The (La Double Vie de V�ronique) (1991)",Drama
671,Enchanted April (1991),Drama
1554,Paths of Glory (1957),Drama|War
327,"Grifters, The (1990)",Crime|Drama|Film-Noir
1036,Hear My Song (1991),Comedy
3321,"Shooter, The (1995)",Action
1260,"English Patient, The (1996)",Drama|Romance|War
679,Mediterraneo (1991),Comedy|War
1393,My Left Foot (1989),Drama
681,"Sex, Lies, and Videotape (1989)",Drama
1557,Passion Fish (1992),Drama
36,Strictly Ballroom (1992),Comedy|Romance
338,"Thin Blue Line, The (1988)",Documentary
689,Tie Me Up! Tie Me Down! (1990),Drama
1559,Madonna: Truth or Dare (1991),Documentary
1561,Paris Is Burning (1990),Documentary
67,One Flew Over the Cuckoo's Nest (1975),Drama
2409,Up in Smoke (1978),Comedy
74,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War
166,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance
77,Raiders of the Lost Ark (1981),Action|Adventure
354,Brazil (1985),Sci-Fi
470,Aliens (1986),Action|Sci-Fi|Thriller|War
138,"Good, The Bad and The Ugly, The (1966)",Action|Western
2318,Withnail and I (1987),Comedy
1298,12 Angry Men (1957),Drama
472,Lawrence of Arabia (1962),Adventure|War
578,"Transformers: The Movie, The (1986)",Action|Animation|Children's|Sci-Fi|Thriller|War
476,"Clockwork Orange, A (1971)",Sci-Fi
120,To Kill a Mockingbird (1962),Drama
614,Apocalypse Now (1979),Drama|War
2546,Once Upon a Time in the West (1969),Western
11,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War
991,Wings of Desire (Der Himmel �ber Berlin) (1987),Comedy|Drama|Romance
486,"Third Man, The (1949)",Mystery|Thriller
14,GoodFellas (1990),Crime|Drama
130,Alien (1979),Action|Horror|Sci-Fi|Thriller
488,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi
2263,"Big Blue, The (Le Grand Bleu) (1988)",Adventure|Romance
18,Ran (1985),Drama|War
490,"Killer, The (Die xue shuang xiong) (1989)",Action|Thriller
491,Psycho (1960),Horror|Thriller
1509,"Blues Brothers, The (1980)",Action|Comedy|Musical
154,"Godfather: Part II, The (1974)",Action|Crime|Drama
509,Full Metal Jacket (1987),Action|Drama|War
510,"Grand Day Out, A (1992)",Animation|Comedy
617,Henry V (1989),Drama|War
53,Amadeus (1984),Drama
1117,"Quiet Man, The (1952)",Comedy|Romance
511,Once Upon a Time in America (1984),Crime|Drama|Thriller
1669,Raging Bull (1980),Drama
622,Annie Hall (1977),Comedy|Romance
1304,"Right Stuff, The (1983)",Drama
2332,Stalker (1979),Mystery|Sci-Fi
668,"Boat, The (Das Boot) (1981)",Action|Drama|War
534,"Sting, The (1973)",Comedy|Crime
1456,Harold and Maude (1971),Comedy
1675,Trust (1990),Comedy|Drama
2163,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama
1118,Local Hero (1983),Comedy
141,"Terminator, The (1984)",Action|Sci-Fi|Thriller
2338,Braindead (1992),Comedy|Horror
1032,Glory (1989),Action|Drama|War
545,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama
123,Manhattan (1979),Comedy|Drama|Romance
125,Miller's Crossing (1990),Drama
126,Dead Poets Society (1989),Drama
128,"Graduate, The (1967)",Drama|Romance
324,Touch of Evil (1958),Crime|Film-Noir|Thriller
325,Nikita (La Femme Nikita) (1990),Thriller
1258,"Bridge on the River Kwai, The (1957)",Drama|War
1391,8 1/2 (1963),Drama
333,Chinatown (1974),Film-Noir|Mystery|Thriller
25,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi
1501,"Treasure of the Sierra Madre, The (1948)",Adventure
2117,Bad Taste (1987),Comedy|Horror
1962,Duck Soup (1933),Comedy|War
1392,Better Off Dead... (1985),Comedy
335,"Shining, The (1980)",Horror
32,Stand by Me (1986),Adventure|Comedy|Drama
1965,M (1931),Crime|Film-Noir|Thriller
687,Evil Dead II (Dead By Dawn) (1987),Action|Adventure|Comedy|Horror
2208,"Great Escape, The (1963)",Adventure|War
269,"Deer Hunter, The (1978)",Drama|War
1558,Diva (1981),Action|Drama|Mystery|Romance|Thriller
65,Groundhog Day (1993),Comedy|Romance
587,Unforgiven (1992),Western
351,"Manchurian Candidate, The (1962)",Film-Noir|Thriller
690,Pump Up the Volume (1990),Drama
290,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller
148,Back to the Future (1985),Comedy|Sci-Fi
589,Fried Green Tomatoes (1991),Drama
698,Patton (1970),Drama|War
2310,Down by Law (1986),Comedy|Drama
366,Akira (1988),Adventure|Animation|Sci-Fi|Thriller
1732,Highlander (1986),Action|Adventure
1105,Cool Hand Luke (1967),Comedy|Drama
590,Cyrano de Bergerac (1990),Action|Drama|Romance
174,Young Frankenstein (1974),Comedy|Horror
702,Night on Earth (1991),Comedy|Drama
708,Raise the Red Lantern (1991),Drama
2670,"Great Dictator, The (1940)",Comedy
709,Fantasia (1940),Animation|Children's|Musical
1268,High Noon (1952),Western
592,"Big Sleep, The (1946)",Film-Noir|Mystery
593,Heathers (1989),Comedy
1702,Somewhere in Time (1980),Drama|Romance
1366,Ben-Hur (1959),Action|Adventure|Drama
180,This Is Spinal Tap (1984),Comedy|Drama|Musical
1685,Koyaanisqatsi (1983),Documentary|War
719,Some Kind of Wonderful (1987),Drama|Romance
564,Indiana Jones and the Last Crusade (1989),Action|Adventure
1401,Being There (1979),Comedy
35,Gandhi (1982),Drama
724,M*A*S*H (1970),Comedy|War
725,"Unbearable Lightness of Being, The (1988)",Drama
726,"Room with a View, A (1986)",Drama|Romance
1863,Real Genius (1985),Comedy
1148,Pink Floyd - The Wall (1982),Drama|Musical|War
727,"Killing Fields, The (1984)",Drama|War
1009,My Life as a Dog (Mitt liv som hund) (1985),Drama
1714,Forbidden Planet (1956),Sci-Fi
621,Field of Dreams (1989),Drama
2206,"Man Who Would Be King, The (1975)",Adventure
1084,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western
1014,"Paris, Texas (1984)",Drama
532,Until the End of the World (Bis ans Ende der Welt) (1991),Drama|Sci-Fi
264,When Harry Met Sally... (1989),Comedy|Romance
1457,Hype! (1996),Documentary
2505,Santa with Muscles (1996),Comedy
3085,Female Perversions (1996),Drama
542,Mad Dog Time (1996),Crime
3271,Paris Was a Woman (1995),Documentary
3312,Anna (1996),Drama
1548,I'm Not Rappaport (1996),Comedy
331,Alien� (1992),Action|Horror|Sci-Fi|Thriller
677,"American Werewolf in London, An (1981)",Horror
2998,Amityville 1992: It's About Time (1992),Horror
2564,Amityville 3-D (1983),Horror
3205,Amityville: Dollhouse (1996),Horror
2520,Amityville II: The Possession (1982),Horror
2116,"Amityville Horror, The (1979)",Horror
1711,Blood For Dracula (Andy Warhol's Dracula) (1974),Horror
2120,April Fool's Day (1986),Comedy|Horror
2121,Audrey Rose (1977),Horror
2777,"Believers, The (1987)",Horror|Thriller
685,"Birds, The (1963)",Horror
686,"Blob, The (1958)",Horror|Sci-Fi
2887,Body Parts (1991),Horror
2635,"Body Snatcher, The (1945)",Horror
626,Bram Stoker's Dracula (1992),Horror|Romance
2122,Bride of Frankenstein (1935),Horror
2123,Burnt Offerings (1976),Horror
695,Candyman (1992),Horror
363,Cape Fear (1991),Thriller
2327,Cape Fear (1962),Film-Noir|Thriller
697,Carrie (1976),Horror
2411,Cat People (1982),Horror
699,"Nightmare on Elm Street, A (1984)",Horror
1759,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror
3305,Nosferatu a Venezia (1986),Horror
703,"Omen, The (1976)",Horror
1970,Blood & Wine (1997),Drama
707,Albino Alligator (1996),Crime|Thriller
1858,"Mirror Has Two Faces, The (1996)",Comedy|Romance
1398,Breaking the Waves (1996),Drama
2928,Nightwatch (1997),Horror|Thriller
378,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi
0,Shine (1996),Drama|Romance
179,Sling Blade (1996),Drama|Thriller
1141,Jingle All the Way (1996),Adventure|Children's|Comedy
1971,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary
2317,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",Drama
1767,"Preacher's Wife, The (1996)",Drama
721,Ridicule (1996),Drama
1402,"Crucible, The (1996)",Drama
1346,101 Dalmatians (1996),Children's|Comedy
2809,I Can't Sleep (J'ai pas sommeil) (1994),Drama|Thriller
66,Die Hard 2 (1990),Action|Thriller
318,Star Trek: The Motion Picture (1979),Action|Adventure|Sci-Fi
69,Star Trek VI: The Undiscovered Country (1991),Action|Adventure|Sci-Fi
569,Star Trek V: The Final Frontier (1989),Action|Adventure|Sci-Fi
570,Star Trek: The Wrath of Khan (1982),Action|Adventure|Sci-Fi
319,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi
409,Star Trek IV: The Voyage Home (1986),Action|Adventure|Sci-Fi
1150,Batman Returns (1992),Action|Adventure|Comedy|Crime
740,Young Guns (1988),Action|Comedy|Western
642,Young Guns II (1990),Action|Comedy|Western
746,Grease (1978),Comedy|Musical|Romance
1151,Grease 2 (1982),Comedy|Musical|Romance
1980,Marked for Death (1990),Action|Drama
3375,"Substance of Fire, The (1996)",Drama
108,Under Siege (1992),Action
136,Jaws (1975),Action|Horror
428,Jaws 2 (1978),Action|Horror
2414,Jaws 3-D (1983),Action|Horror
1988,My Fellow Americans (1996),Comedy
574,Mars Attacks! (1996),Action|Comedy|Sci-Fi|War
760,Citizen Ruth (1996),Comedy|Drama
762,Jerry Maguire (1996),Drama|Romance
214,Raising Arizona (1987),Comedy
763,Tin Men (1987),Comedy|Drama
441,Sneakers (1992),Crime|Drama|Sci-Fi
3224,Bastard Out of Carolina (1996),Drama
2101,In Love and War (1996),Romance|War
2711,Marvin's Room (1996),Drama
1851,Ghosts of Mississippi (1996),Drama
2636,Night Falls on Manhattan (1997),Crime|Drama
1126,Beavis and Butt-head Do America (1996),Animation|Comedy
3091,"C�r�monie, La (1995)",Drama
347,Scream (1996),Horror|Thriller
59,"Last of the Mohicans, The (1992)",Action|Romance|War
1852,Michael (1996),Comedy|Romance
